2053,135
2054,10
2055,42
2056,661
2057,660
2058,13
2059,11
2060,608
2061,661
2062,445
2063,11
2064,15
2065,661
2066,661
2067,20
2068,10
2069,243
2070,660
2071,661
2072,12
2073,12
2074,660
2075,660
2076,166
2077,10
2078,24
2079,659
2080,661
2081,16
2082,10
2083,505
2084,660
2085,660
2086,10
2087,12
2088,660
2089,660
2090,22
2091,10
2092,43
2093,660
2094,660
2095,13
2096,11
2097,655
2098,660
2099,304
2100,9
2101,15
2102,661
2103,660
2104,17
2105,10
2106,327
2107,661
2108,659
2109,11
2110,14
2111,661
2112,661
2113,166
2114,9
2115,28
2116,659
2117,659
2118,13
2119,9
2120,498
2121,660
2122,499
2123,11
2124,13
2125,661
2126,660
2127,22
2128,10
2129,234
2130,660
2131,660
2132,11
2133,12
2134,660
2135,661
2136,222
2137,10
2138,19
2139,660
2140,660
2141,13
2142,10
2143,486
2144,660
2145,467
2146,11
2147,13
2148,661
2149,661
2150,21
2151,10
2152,167
2153,659
2154,659
2155,12
2156,10
2157,660
2158,661
2159,313
2160,10
2161,16
2162,661
2163,660
2164,16
2165,10
2166,370
2167,661
2168,660
2169,11
2170,12
2171,660
2172,661
2173,115
2174,9
2175,25
2176,660
2177,660
2178,11
2179,10
2180,570
2181,660
2182,413
2183,10
2184,14
2185,661
2186,660
2187,18
2188,9
2189,259
2190,660
2191,661
2192,11
2193,11
2194,660
2195,660
2196,187
2197,10
2198,22
2199,660
2200,661
2201,14
2202,9
2203,550
2204,660
2205,542
2206,10
2207,13
2208,661
2209,660
2210,17
2211,10
2212,296
2213,660
2214,661
2215,11
2216,11
2217,660
2218,660
2219,122
2220,9
2221,18
2222,660
2223,660
2224,12
2225,10
2226,477
2227,660
2228,566
2229,10
2230,12
2231,660
2232,660
2233,19
2234,9
2235,150
2236,660
2237,660
2238,12
2239,11
2240,660
2241,660
2242,265
2243,10
2244,21
2245,660
2246,660
2247,15
2248,10
2249,583
2250,660
2251,517
2252,10
2253,15
2254,661
2255,660
2256,17
2257,9
2258,207
2259,660
2260,660
2261,13
2262,11
2263,660
2264,660
2265,241
2266,10
2267,17
2268,660
2269,660
2270,14
2271,9
2272,462
2273,660
2274,660
2275,10
2276,13
2277,659
2278,660
2279,22
2280,9
2281,85
2282,662
2283,661
2284,11
2285,11
2286,661
2287,661
2288,302
2289,10
2290,16
2291,660
2292,661
2293,13
2294,10
2295,435
2296,660
2297,659
2298,10
2299,13
2300,661
2301,660
2302,21
2303,10
2304,159
2305,660
2306,660
2307,11
2308,10
2309,660
2310,660
2311,215
2312,11
2313,18
2314,660
2315,661
2316,14
2317,8
2318,470
2319,660
2320,609
2321,10
2322,11
2323,659
2324,659
2325,20
2326,10
2327,139
2328,660
2329,661
2330,11
2331,10
2332,660
2333,660
2334,261
2335,9
2336,18
2337,660
2338,661
2339,15
2340,10
2341,483
2342,660
2343,661
2344,10
2345,12
2346,660
2347,661
2348,22
2349,10
2350,93
2351,661
2352,660
2353,13
2354,9
2355,658
2356,660
2357,397
2358,9
2359,15
2360,660
2361,659
2362,14
2363,10
2364,369
2365,660
2366,661
2367,10
2368,11
2369,660
2370,660
2371,106
2372,10
2373,27
2374,660
2375,660
2376,13
2377,10
2378,562
2379,660
2380,462
2381,11
2382,15
2383,660
2384,660
2385,15
2386,9
2387,322
2388,660
2389,660
2390,10
2391,11
2392,660
2393,661
2394,171
2395,8
2396,20
2397,660
2398,660
2399,12
2400,10
2401,581
2402,660
2403,473
2404,10
2405,13
2406,660
2407,660
2408,16
2409,9
2410,247
2411,660
2412,659
2413,12
2414,12
2415,660
2416,660
2417,188
2418,10
2419,21
2420,661
2421,660
2422,13
2423,11
2424,595
2425,659
2426,421
2427,12
2428,16
2429,660
2430,660
2431,18
2432,10
2433,259
2434,659
2435,660
2436,11
2437,11
2438,661
2439,660
2440,219
2441,10
2442,18
2443,659
2444,660
2445,13
2446,9
2447,495
2448,660
2449,627
2450,10
2451,12
2452,660
2453,660
2454,20
2455,9
2456,107
2457,660
2458,660
2459,11
2460,11
2461,661
2462,661
2463,294
2464,10
2465,16
2466,660
2467,661
2468,13
2469,9
2470,419
2471,660
2472,661
2473,10
2474,12
2475,660
2476,660
2477,54
2478,10
2479,58
2480,660
2481,660
2482,12
2483,10
2484,660
2485,660
2486,286
2487,11
2488,17
2489,660
2490,659
2491,15
2492,9
2493,376
2494,659
2495,660
2496,9
2497,11
2498,660
2499,660
2500,34
2501,10
2502,53
2503,661
2504,660
2505,12
2506,10
2507,661
2508,660
2509,353
2510,10
2511,15
2512,660
2513,661
2514,14
2515,9
2516,370
2517,660
2518,661
2519,10
2520,11
2521,660
2522,660
2523,24
2524,9
2525,35
2526,660
2527,660
2528,11
2529,10
2530,660
2531,660
2532,363
2533,9
2534,14
2535,661
2536,661
2537,15
2538,9
2539,397
2540,661
2541,660
2542,11
2543,12
2544,660
2545,660
2546,38
2547,10
2548,75
2549,661
2550,660
2551,12
2552,11
2553,661
2554,660
2555,253
2556,10
2557,18
2558,660
2559,660
2560,13
2561,10
2562,422
2563,660
2564,659
2565,10
2566,14
2567,660
2568,661
2569,78
2570,10
2571,47
2572,659
2573,659
2574,12
2575,10
2576,627
2577,660
2578,438
2579,10
2580,13
2581,661
2582,660
2583,16
2584,10
2585,278
2586,661
2587,659
2588,11
2589,11
2590,660
2591,659
2592,149
2593,10
2594,19
2595,660
2596,661
2597,13
2598,10
2599,529
2600,660
2601,521
2602,10
2603,14
2604,660
2605,660
2606,19
2607,10
2608,156
2609,661
2610,660
2611,13
2612,10
2613,661
2614,660
2615,180
2616,9
2617,19
2618,661
2619,661
2620,13
2621,11
2622,490
2623,661
2624,624
2625,11
2626,13
2627,660
2628,659
2629,20
2630,10
2631,161
2632,661
2633,661
2634,13
2635,11
2636,660
2637,661
2638,371
2639,10
2640,15
2641,660
2642,661
2643,16
2644,9
2645,248
2646,661
2647,660
2648,12
2649,12
2650,660
2651,661
2652,198
2653,9
2654,21
2655,660
2656,660
2657,13
2658,10
2659,543
2660,660
2661,472
2662,11
2663,15
2664,660
2665,661
2666,20
2667,10
2668,210
2669,660
2670,659
2671,11
2672,12
2673,660
2674,661
2675,202
2676,10
2677,22
2678,660
2679,660
2680,15
2681,9
2682,426
2683,660
2684,660
2685,11
2686,13
2687,660
2688,661
2689,67
2690,10
2691,57
2692,660
2693,660
2694,12
2695,10
2696,613
2697,660
2698,454
2699,10
2700,13
2701,661
2702,661
2703,18
2704,10
2705,224
2706,661
2707,660
2708,11
2709,11
2710,659
2711,661
2712,223
2713,9
2714,21
2715,660
2716,660
2717,14
2718,10
2719,521
2720,661
2721,573
2722,11
2723,15
2724,661
2725,660
2726,19
2727,10
2728,212
2729,661
2730,660
2731,13
2732,12
2733,661
2734,661
2735,252
2736,11
2737,18
2738,660
2739,660
2740,16
2741,10
2742,356
2743,661
2744,661
2745,11
2746,12
2747,661
2748,661
2749,135
2750,11
2751,26
2752,660
2753,660
2754,14
2755,11
2756,601
2757,660
2758,416
2759,10
2760,14
2761,660
2762,661
2763,17
2764,10
2765,212
2766,661
2767,660
2768,12
2769,9
2770,660
2771,660
2772,234
2773,10
2774,19
2775,660
2776,660
2777,15
2778,10
2779,468
2780,660
2781,660
2782,11
2783,12
2784,660
2785,661
2786,21
2787,10
2788,101
2789,660
2790,660
2791,12
2792,11
2793,659
2794,659
2795,272
2796,9
2797,16
2798,661
2799,661
2800,15
2801,9
2802,411
2803,660
2804,660
2805,10
2806,11
2807,660
2808,660
2809,30
2810,9
2811,89
2812,661
2813,661
2814,11
2815,11
2816,660
2817,661
2818,309
2819,10
2820,16
2821,660
2822,661
2823,16
2824,10
2825,374
2826,660
2827,660
2828,9
2829,12
2830,661
2831,660
2832,49
2833,9
2834,34
2835,660
2836,659
2837,12
2838,9
2839,660
2840,660
2841,454
2842,10
2843,15
2844,659
2845,660
2846,15
2847,10
2848,379
2849,660
2850,660
2851,10
2852,11
2853,661
2854,659
2855,27
2856,9
2857,44
2858,660
2859,660
2860,12
2861,10
2862,652
2863,660
2864,436
2865,10
2866,16
2867,660
2868,661
2869,14
2870,10
2871,359
2872,660
2873,660
2874,9
2875,12
2876,660
2877,659
2878,67
2879,9
2880,94
2881,659
2882,660
2883,13
2884,10
2885,659
2886,660
2887,329
2888,10
2889,16
2890,660
2891,659
2892,15
2893,9
2894,320
2895,660
2896,661
2897,11
2898,11
2899,661
2900,660
2901,45
2902,9
2903,50
2904,660
2905,660
2906,12
2907,9
2908,627
2909,660
2910,449
2911,9
2912,14
2913,660
2914,659
2915,15
2916,10
2917,303
2918,660
2919,660
2920,10
2921,12
2922,660
2923,661
2924,50
2925,9
2926,48
2927,660
2928,660
2929,12
2930,11
2931,647
2932,660
2933,346
2934,9
2935,16
2936,661
2937,660
2938,15
2939,9
2940,374
2941,661
2942,660
2943,10
2944,11
2945,661
2946,660
2947,111
2948,10
2949,28
2950,660
2951,661
2952,13
2953,10
2954,612
2955,660
2956,440
2957,10
2958,15
2959,660
2960,659
2961,16
2962,10
2963,343
2964,661
2965,660
2966,11
2967,11
2968,660
2969,660
2970,139
2971,8
2972,21
2973,660
2974,660
2975,13
2976,10
2977,596
2978,660
2979,457
2980,9
2981,13
2982,660
2983,661
2984,16
2985,10
2986,259
2987,661
2988,661
2989,12
2990,12
2991,661
2992,660
2993,159
2994,9
2995,24
2996,660
2997,660
2998,14
2999,11
3000,595
3001,661
3002,434
3003,9
3004,15
3005,660
3006,661
3007,18
3008,9
3009,241
3010,660
3011,660
3012,12
3013,12
3014,660
3015,660
3016,164
3017,9
3018,23
3019,660
3020,660
3021,14
3022,10
3023,554
3024,660
3025,493
3026,11
3027,14
3028,660
3029,661
3030,21
3031,10
3032,171
3033,660
3034,660
3035,13
3036,11
3037,660
3038,660
3039,296
3040,9
3041,16
3042,660
3043,660
3044,15
3045,11
3046,405
3047,660
3048,660
3049,11
3050,13
3051,661
3052,661
3053,54
3054,10
3055,30
3056,660
3057,661
3058,13
3059,10
3060,585
3061,660
3062,452
3063,11
3064,14
3065,659
3066,659
3067,17
3068,9
3069,245
3070,661
3071,660
3072,11
3073,12
3074,659
3075,660
3076,180
3077,11
3078,27
3079,660
3080,660
3081,15
3082,10
3083,572
3084,661
3085,423
3086,11
3087,14
3088,660
3089,660
3090,20
3091,10
3092,116
3093,660
3094,661
3095,13
3096,11
3097,659
3098,661
3099,388
3100,11
3101,15
3102,660
3103,659
3104,16
3105,9
3106,324
3107,660
3108,660
3109,11
3110,13
3111,659
3112,660
3113,123
3114,9
3115,23
3116,660
3117,661
3118,14
3119,10
3120,514
3121,661
3122,526
3123,10
3124,14
3125,660
3126,660
3127,19
3128,9
3129,211
3130,660
3131,659
3132,11
3133,10
3134,660
3135,660
3136,227
3137,10
3138,18
3139,659
3140,661
3141,14
3142,10
3143,471
3144,660
3145,571
3146,10
3147,13
3148,659
3149,660
3150,18
3151,10
3152,268
3153,660
3154,660
3155,12
3156,11
3157,660
3158,660
3159,202
3160,9
3161,19
3162,659
3163,661
3164,14
3165,10
3166,446
3167,661
3168,595
3169,11
3170,13
3171,661
3172,660
3173,20
3174,9
3175,135
3176,660
3177,660
3178,11
3179,10
3180,660
3181,659
3182,340
3183,10
3184,15
3185,660
3186,660
3187,16
3188,10
3189,367
3190,661
3191,661
3192,11
3193,11
3194,660
3195,660
3196,78
3197,10
3198,40
3199,660
3200,661
3201,13
3202,11
3203,600
3204,660
3205,427
3206,10
3207,16
3208,660
3209,660
3210,16
3211,10
3212,349
3213,659
3214,661
3215,11
3216,12
3217,660
3218,660
3219,82
3220,10
3221,32
3222,660
3223,660
3224,13
3225,10
3226,606
3227,660
3228,466
3229,9
3230,14
3231,660
3232,660
3233,19
3234,10
3235,241
3236,660
3237,660
3238,11
3239,11
3240,659
3241,660
3242,121
3243,10
3244,20
3245,660
3246,659
3247,12
3248,9
3249,517
3250,660
3251,592
3252,10
3253,13
3254,661
3255,659
3256,19
3257,10
3258,242
3259,660
3260,660
3261,11
3262,11
3263,660
3264,660
3265,269
3266,11
3267,18
3268,660
3269,661
3270,13
3271,9
3272,484
3273,660
3274,500
3275,11
3276,13
3277,660
3278,660
3279,17
3280,10
3281,191
3282,661
3283,661
3284,12
3285,11
3286,661
3287,659
3288,261
3289,10
3290,18
3291,660
3292,660
3293,14
3294,9
3295,489
3296,661
3297,588
3298,10
3299,12
3300,660
3301,659
3302,18
3303,8
3304,152
3305,660
3306,660
3307,12
3308,9
3309,660
3310,660
3311,200
3312,9
3313,18
3314,659
3315,660
3316,13
3317,10
3318,556
3319,661
3320,569
3321,9
3322,14
3323,660
3324,660
3325,17
3326,8
3327,224
3328,660
3329,660
3330,12
3331,11
3332,660
3333,660
3334,162
3335,8
3336,19
3337,660
3338,660
3339,13
3340,10
3341,610
3342,660
3343,498
3344,10
3345,14
3346,661
3347,660
3348,16
3349,9
3350,253
3351,660
3352,660
3353,11
3354,11
3355,660
3356,660
3357,69
3358,9
3359,23
3360,660
3361,660
3362,13
3363,9
3364,656
3365,660
3366,425
3367,10
3368,14
3369,660
3370,660
3371,16
3372,9
3373,348
3374,660
3375,660
3376,10
3377,12
3378,659
3379,660
3380,62
3381,9
3382,31
3383,661
3384,660
3385,11
3386,10
3387,659
3388,660
3389,368
3390,9
3391,14
3392,660
3393,660
3394,15
3395,9
3396,391
3397,660
3398,661
3399,9
3400,12
3401,661
3402,661
3403,22
3404,10
3405,97
3406,659
3407,660
3408,11
3409,10
3410,659
3411,660
3412,298
3413,9
3414,16
3415,660
3416,660
3417,14
3418,9
3419,450
3420,661
3421,661
3422,10
3423,12
3424,661
3425,660
3426,20
3427,9
3428,160
3429,660
3430,660
3431,11
3432,11
3433,660
3434,661
3435,229
3436,9
3437,17
3438,660
3439,660
3440,14
3441,9
3442,515
3443,660
3444,556
3445,10
3446,14
3447,660
3448,661
3449,16
3450,9
3451,213
3452,660
3453,661
3454,12
3455,10
3456,661
3457,661
3458,286
3459,9
3460,16
3461,660
3462,660
3463,14
3464,9
3465,452
3466,660
3467,660
3468,9
3469,12
3470,661
3471,660
3472,19
3473,9
3474,91
3475,660
3476,660
3477,12
3478,10
3479,660
3480,660
3481,310
3482,9
3483,16
3484,660
3485,660
3486,13
3487,9
3488,459
3489,660
3490,651
3491,10
3492,12
3493,660
3494,659
3495,18
3496,9
3497,102
3498,660
3499,660
3500,11
3501,9
3502,660
3503,660
3504,180
3505,10
3506,20
3507,660
3508,660
3509,12
3510,9
3511,583
3512,660
3513,509
3514,9
3515,13
3516,660
3517,661
3518,15
3519,9
3520,330
3521,661
3522,660
3523,10
3524,11
3525,659
3526,660
3527,119
3528,10
3529,25
3530,661
3531,660
3532,14
3533,9
3534,577
3535,659
3536,467
3537,10
3538,13
3539,660
3540,658
3541,16
3542,9
3543,303
3544,659
3545,659
3546,10
3547,11
3548,660
3549,660
3550,161
3551,9
3552,21
3553,660
3554,659
3555,11
3556,9
3557,572
3558,659
3559,343
3560,9
3561,13
3562,660
3563,658
3564,15
3565,10
3566,384
3567,660
3568,659
3569,10
3570,12
3571,660
3572,659
3573,78
3574,9
3575,65
3576,659
3577,658
3578,13
3579,10
3580,659
3581,660
3582,244
3583,11
3584,17
3585,660
3586,659
3587,14
3588,9
3589,480
3590,660
3591,659
3592,10
3593,12
3594,660
3595,660
3596,22
3597,8
3598,60
3599,660
3600,659
3601,10
3602,11
3603,660
3604,659
3605,319
3606,10
3607,14
3608,660
3609,660
3610,13
3611,11
3612,446
3613,660
3614,659
3615,10
3616,13
3617,660
3618,660
3619,19
3620,10
3621,159
3622,660
3623,660
3624,11
3625,10
3626,660
3627,659
3628,182
3629,8
3630,16
3631,661
3632,661
3633,13
3634,11
3635,510
3636,660
3637,601
3638,10
3639,14
3640,661
3641,661
3642,19
3643,9
3644,155
3645,661
3646,660
3647,11
3648,10
3649,660
3650,659
3651,257
3652,9
3653,18
3654,660
3655,660
3656,12
3657,10
3658,499
3659,660
3660,561
3661,9
3662,12
3663,660
3664,660
3665,17
3666,9
3667,199
3668,659
3669,660
3670,11
3671,10
3672,660
3673,660
3674,154
3675,9
3676,24
3677,660
3678,660
3679,13
3680,10
3681,660
3682,661
3683,376
3684,9
3685,15
3686,660
3687,661
3688,15
3689,10
3690,393
3691,660
3692,660
3693,12
3694,12
3695,660
3696,660
3697,47
3698,9
3699,47
3700,659
3701,660
3702,11
3703,10
3704,660
3705,660
3706,310
3707,9
3708,15
3709,659
3710,659
3711,14
3712,9
3713,472
3714,660
3715,659
3716,10
3717,11
3718,660
3719,660
3720,18
3721,9
3722,96
3723,660
3724,660
3725,11
3726,10
3727,660
3728,659
3729,291
3730,10
3731,17
3732,660
3733,659
3734,13
3735,8
3736,479
3737,659
3738,536
3739,9
3740,13
3741,659
3742,660
3743,20
3744,9
3745,213
3746,659
3747,659
3748,11
3749,10
3750,660
3751,660
3752,202
3753,9
3754,18
3755,660
3756,659
3757,13
3758,10
3759,573
3760,659
3761,463
3762,9
3763,14
3764,659
3765,659
3766,17
3767,8
3768,230
3769,661
3770,661
3771,11
3772,11
3773,660
3774,659
3775,63
3776,9
3777,60
3778,658
3779,660
3780,12
3781,9
3782,656
3783,659
3784,373
3785,10
3786,14
3787,660
3788,660
3789,15
3790,10
3791,315
3792,660
3793,660
3794,11
3795,11
3796,660
3797,660
3798,69
3799,8
3800,32
3801,660
3802,660
3803,12
3804,10
3805,633
3806,660
3807,436
3808,10
3809,14
3810,660
3811,659
3812,17
3813,9
3814,286
3815,661
3816,660
3817,9
3818,12
3819,660
3820,660
3821,153
3822,10
3823,21
3824,660
3825,660
3826,11
3827,9
3828,635
3829,661
3830,465
3831,8
3832,13
3833,659
3834,660
3835,16
3836,9
3837,320
3838,660
3839,660
3840,9
3841,12
3842,659
3843,660
3844,97
3845,9
3846,23
3847,660
3848,659
3849,12
3850,9
3851,627
3852,660
3853,473
3854,10
3855,13
3856,660
3857,660
3858,16
3859,9
3860,313
3861,660
3862,660
3863,10
3864,11
3865,660
3866,660
3867,27
3868,9
3869,43
3870,659
3871,660
3872,12
3873,10
3874,660
3875,661
3876,364
3877,9
3878,15
3879,660
3880,661
3881,15
3882,10
3883,419
3884,660
3885,660
3886,11
3887,11
3888,660
3889,660
3890,21
3891,9
3892,63
3893,660
3894,660
3895,12
3896,10
3897,661
3898,659
3899,282
3900,10
3901,16
3902,661
3903,659
3904,13
3905,10
3906,512
3907,660
3908,583
3909,11
3910,13
3911,660
3912,659
3913,21
3914,9
3915,75
3916,661
3917,661
3918,12
3919,11
3920,660
3921,661
3922,310
3923,9
3924,16
3925,659
3926,660
3927,14
3928,10
3929,461
3930,660
3931,660
3932,10
3933,12
3934,660
3935,660
3936,18
3937,9
3938,112
3939,660
3940,661
3941,11
3942,9
3943,660
3944,660
3945,249
3946,9
3947,17
3948,660
3949,660
3950,13
3951,9
3952,528
3953,660
3954,577
3955,10
3956,11
3957,660
3958,660
3959,17
3960,9
3961,155
3962,660
3963,660
3964,11
3965,11
3966,660
3967,660
3968,136
3969,10
3970,25
3971,660
3972,660
3973,12
3974,8
3975,568
3976,660
3977,416
3978,11
3979,14
3980,661
3981,661
3982,16
3983,10
3984,314
3985,661
3986,660
3987,12
3988,10
3989,661
3990,661
3991,98
3992,10
3993,26
3994,660
3995,660
3996,13
3997,10
3998,588
3999,660
4000,552
4001,10
4002,14
4003,661
4004,660
4005,18
4006,9
4007,191
4008,661
4009,659
4010,11
4011,10
4012,660
4013,660
4014,207
4015,8
4016,18
4017,660
4018,660
4019,14
4020,10
4021,521
4022,661
4023,548
4024,10
4025,12
4026,660
4027,660
4028,18
4029,10
4030,220
4031,660
4032,661
4033,10
4034,11
4035,660
4036,660
4037,112
4038,9
4039,24
4040,661
4041,660
4042,11
4043,10
4044,660
4045,661
4046,361
4047,9
4048,15
4049,661
4050,660
4051,14
4052,9
4053,448
4054,660
4055,661
4056,10
4057,12
4058,660
4059,660
4060,20
4061,9
4062,81
4063,660
4064,661
4065,11
4066,11
4067,660
4068,660
4069,292
4070,10
4071,15
4072,660
4073,660
4074,14
4075,9
4076,351
4077,660
4078,660
4079,10
4080,11
4081,661
4082,661
4083,117
4084,9
4085,22
4086,660
4087,660
4088,11
4089,10
4090,640
4091,660
4092,486
4093,9
4094,14
4095,660
4096,660
4097,14
4098,9
4099,325
4100,660
4101,660
4102,10
4103,11
4104,661
4105,660
4106,123
4107,10
4108,28
4109,660
4110,660
4111,12
4112,10
4113,660
4114,661
4115,346
4116,9
4117,15
4118,661
4119,661
4120,14
4121,9
4122,400
4123,660
4124,660
4125,9
4126,12
4127,661
4128,659
4129,20
4130,9
4131,152
4132,661
4133,660
4134,10
4135,10
4136,661
4137,661
4138,182
4139,9
4140,18
4141,661
4142,660
4143,13
4144,9
4145,502
4146,660
4147,558
4148,9
4149,13
4150,660
4151,660
4152,15
4153,10
4154,257
4155,660
4156,661
4157,11
4158,12
4159,659
4160,660
4161,86
4162,10
4163,34
4164,661
4165,661
4166,13
4167,11
4168,629
4169,660
4170,395
4171,9
4172,14
4173,659
4174,660
4175,15
4176,9
4177,272
4178,661
4179,660
4180,11
4181,11
4182,661
4183,660
4184,91
4185,9
4186,25
4187,660
4188,660
4189,12
4190,10
4191,659
4192,660
4193,377
4194,9
4195,14
4196,660
4197,660
4198,14
4199,9
4200,363
4201,661
4202,660
4203,10
4204,11
4205,660
4206,660
4207,56
4208,8
4209,42
4210,660
4211,660
4212,12
4213,10
4214,661
4215,660
4216,332
4217,9
4218,15
4219,659
4220,660
4221,15
4222,10
4223,360
4224,660
4225,660
4226,10
4227,11
4228,660
4229,661
4230,71
4231,9
4232,43
4233,661
4234,661
4235,12
4236,10
4237,661
4238,660
4239,311
4240,10
4241,16
4242,660
4243,659
4244,14
4245,10
4246,484
4247,660
4248,587
4249,9
4250,12
4251,660
4252,659
4253,18
4254,10
4255,174
4256,661
4257,661
4258,12
4259,11
4260,659
4261,660
4262,127
4263,10
4264,21
4265,660
4266,661
4267,13
4268,11
4269,587
4270,660
4271,486
4272,10
4273,14
4274,660
4275,660
4276,17
4277,9
4278,235
4279,660
4280,660
4281,10
4282,11
4283,660
4284,659
4285,129
4286,11
4287,18
4288,660
4289,661
4290,14
4291,9
4292,527
4293,660
4294,619
4295,10
4296,13
4297,659
4298,660
4299,18
4300,9
4301,185
4302,660
4303,661
4304,13
4305,11
4306,660
4307,660
4308,249
4309,9
4310,15
4311,660
4312,661
4313,14
4314,10
4315,412
4316,660
4317,661
4318,11
4319,12
4320,659
4321,660
4322,41
4323,10
4324,38
4325,660
4326,660
4327,12
4328,10
4329,617
4330,660
4331,417
4332,10
4333,14
4334,660
4335,660
4336,17
4337,10
4338,300
4339,660
4340,660
4341,12
4342,12
4343,660
4344,659
4345,194
4346,10
4347,21
4348,660
4349,661
4350,14
4351,11
4352,493
4353,660
4354,660
4355,10
4356,11
4357,660
4358,659
4359,62
4360,10
4361,51
4362,660
4363,661
4364,13
4365,11
4366,660
4367,660
4368,339
4369,9
4370,15
4371,661
4372,660
4373,16
4374,10
4375,377
4376,660
4377,660
4378,11
4379,12
4380,661
4381,661
4382,22
4383,10
4384,141
4385,660
4386,660
4387,11
4388,10
4389,661
4390,660
4391,250
4392,10
4393,18
4394,659
4395,660
4396,13
4397,10
4398,474
4399,661
4400,620
4401,9
4402,14
4403,660
4404,661
4405,21
4406,11
4407,97
4408,661
4409,660
4410,11
4411,10
4412,660
4413,660
4414,342
4415,10
4416,15
4417,660
4418,660
4419,15
4420,10
4421,302
4422,661
4423,660
4424,11
4425,12
4426,660
4427,659
4428,114
4429,9
4430,42
4431,661
4432,661
4433,12
4434,9
4435,660
4436,661
4437,331
4438,9
4439,15
4440,661
4441,660
4442,13
4443,10
4444,474
4445,660
4446,660
4447,9
4448,11
4449,661
4450,660
4451,17
4452,9
4453,273
4454,660
